1.104776182	5.279296517
1.322334135	-4.335575259
1.606493159	13.72682167
1.81106663	60.22829868
1.798345186	-2.361202955
1.882038302	19.40892578
1.909106201	2.582989736
1.884256348	60.32171299
1.877605044	-2.402705148
2.139941499	58.2926574
2.182897341	-0.364601487
2.42579405	-5.312791612
2.5510092	10.74574416
3.028145971	-4.682520481
3.081895497	12.70632432
3.138139825	19.4284219
3.134156659	-3.918759429
3.202515801	6.158220241
3.221852787	41.29619392
3.295611025	14.18672254
3.556011142	65.35530163
3.946542777	6.77094542
4.042268678	1.74237808
4.119293043	-7.29774882
4.142270617	69.75191452
4.143473986	2.339160409
4.434664787	68.33123124
4.434954143	9.754863037
4.59678997	0.98713148
4.683208042	1.164049283
4.933836661	4.256851107
4.926110333	-3.756681586
5.118873901	74.64007223
5.189297451	1.123938453
5.268565436	1.122425383
5.342010747	2.473354619
5.591433354	-0.367415929
5.602023366	-8.264560712
5.693101224	19.83850251
5.664607109	-0.352545508
5.966443082	44.6804427
6.115266078	0.639582057
6.220423982	34.26647155
6.236298391	0.939993411
6.385480244	66.34328174
6.365006257	0.90538443
6.458674283	66.45795215
6.829120604	-0.946148572
7.112197384	14.51888105
7.335490257	0.392546644
7.55553523	3.013812304
8.035727181	-4.441789422
11.54221374	-2.527928693
13.91865502	49.56317701
